asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion
¡No pierdas esta oportunidad!,No pierdas esta increíble oportunidad de ganar un auto nuevo. [enlace sospechoso],spam,concursos@suerte.com,True,False,True,True,Spam
"Tu pago ha sido procesado,""Estimado cliente, su pago ha sido procesado exitosamente."",ham,pagos@ejemplo.com,False,False,False,False,Ham",,,,,,,,
"Re: Proyecto X,""Hola equipo, actualizacion del proyecto X."",ham,proyectos@gmail.com,False,False,False,False,Ham",,,,,,,,
Oferta especial para ti,Tenemos una oferta especial solo para ti. [enlace sospechoso],spam,ofertas@superofertas.net,True,False,False,False,Spam
"Actualizacion de tu cuenta,""Hemos actualizado tu cuenta. Para ver los cambios, haz clic aquí: [enlace seguro]"",ham,soporte@ejemplo.com,True,False,False,False,Spam",,,,,,,,
¡Increíble oferta!,¡Increíble oferta! ¡Compra ahora! [enlace sospechoso],spam,ofertas@ofertas.com,True,False,True,False,HAM
"Re: Ci#a médica,""Estimado paciente, recordatorio de su cita médica mañana."",ham,citas@clinica.com,False,False,False,False,Ham",No#e,,,,,,,
¡Oferta limitada!,¡Oferta limitada! ¡Compra ahora antes de que se agote! [enlace sospechoso],spam,ofertas@limitadas.com,True,False,True,False,Spam
"Re: Planificación del evento,""Hola equipo, actualización de la planificación del evento."",ham,eventos@gmail.com,False,False,False,False,Ham",,,,,,,,
¡Gana dinero fácil!,¡Gana dinero fácil! ¡Regístrate ahora! [enlace sospechoso],spam,dinero@facil.com,True,False,True,True,Spam
"Tu cuenta ha sido bloqueada,""Tu cuenta ha sido bloqueada por razones de seguridad. Por favor, contacta con soporte."",ham,seguridad@yahoo.com,False,False,False,False,H#m",No#e,,,,,,,
¡Gana un auto nuevo!,¡Gana un auto nuevo! ¡Participa ahora! [enlace sospechoso],spam,concursos@autos.com,True,False,True,True,Spam
"Re: Presupuesto del proyecto,""Hola equipo, adjunto el presupuesto del proyecto."",ham,presupuestos@ejemplo.com,False,False,False,False,Spam",,,,,,,,
¡Descuento increíble!,¡Descuento increíble! ¡Aprovecha ahora! [enlace sospechoso],spam,ofertas@descuentos.net,True,False,True,False,Spam
"Re: Informe semanal,""Hola equipo, adjunto el informe semanal."",ham,informes@gmail.com,False,False,False,False,Spam",,,,,,,,
¡Oferta irresistible!,¡Oferta irresistible! ¡No te lo pierdas! [enlace sospechoso],spam,ofertas@irresistibles.com,True,False,True,False,Spam
"Re: Próxima reunión,""Hola equipo, recordatorio de la próxima reunión."",ham,reuniones@yahoo.com,False,False,False,False,Ham",,,,,,,,
¡Gana una casa!,¡Gana una casa! ¡Participa ya! [enlace sospechoso],spam,concursos@casas.com,True,False,True,True,Spam
"Re: Actualización del proyecto,""Hola equipo, actualización del proyecto."",ham,proyectos@ejemplo.com,False,False,False,False,Ham",,,,,,,,
¡Última oportunidad!,¡Última oportunidad! ¡Compra ahora! [enlace sospechoso],spam,ofertas@ultimas.com,True,False,True,False,Spam
"Re: Reunión de equipo,""Hola equipo, recordatorio de la reunión de equipo."",ham,equipo@gmail.com,False,False,False,False,Ham",,,,,,,,
¡Oferta flash!,¡Oferta flash! ¡Por tiempo limitado! [enlace sospechoso],spam,ofertas@flash.com,True,False,True,False,Spam
"Re: Presentación del proyecto,""Hola equipo, adjunto la presentación del proyecto."",ham,presentaciones@yahoo.com,False,False,False,False,Ham",,,,,,,,
¡Aumenta tus ingresos!,¡Aumenta tus ingresos! ¡Regístrate ahora! [enlace sospechoso],spam,ingresos@dinero.com,True,False,True,True,Spam
"Re: Informe mensual,""Hola equipo, adjunto el informe mensual."",ham,informes@ejemplo.com,False,False,False,False,Spam",,,,,,,,
¡Gran oportunidad!,¡Gran oportunidad! ¡No te la pierdas! [enlace sospechoso],spam,oportunidades@grandes.com,True,False,True,False,Spam
"Re: Planificación estratégica,""Hola equipo, actualización de la planificación estratégica."",ham,estrategia@gmail.com,False,False,False,False,Ham",,,,,,,,
¡Gana un viaje a Europa!,¡Gana un viaje a Europa! ¡Participa ahora! [enlace sospechoso],spam,concursos@europa.com,1,1,1,1,Spam
"Re: Informe de ventas,""Hola equipo, adjunto el informe de ventas."",ham,ventas@yahoo.com,False,False,False,False,Ham",,,,,,,,
¡Oferta por tiempo limitado!,¡Oferta por tiempo limitado! ¡Aprovecha ahora! [enlace sospechoso],spam,ofertas@limitado.com,True,False,True,False,Spam
"Re: Reunión de proyecto,""Hola equipo, recordatorio de la reunión de proyecto."",ham,proyectos@gmail.com,False,False,False,False,Ham",,,,,,,,
¡Gana una laptop!,¡Gana una laptop! ¡Participa ya! [enlace sospechoso],spam,concursos@laptops.com,True,False,True,True,Spam
"Re: Actualización del presupuesto,""Hola equipo, actualización del presupuesto."",ham,presupuestos@ejemplo.com,False,False,False,False,Ham",,,,,,,,
¡Oferta increíble de última hora!,¡Oferta increíble de última hora! ¡Compra ahora! [enlace sospechoso],spam,ofertas@ultima_hora.com,1,1,1,1,Spam
Ofer#a increíble de vacaciones,¡Ap#ovecha nuestras ofertas exclusivas de vacaciones! Reserva ahora y ahorra hasta un 50%.,spam,ofertasincreibles@ofertasespeciales.com,True,False,False,False,HAM
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace de seguimiento]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"Gana un millón de dólares,""Felicidades, has ganado un millón de dólares. Reclámalo aquí: [enlace sospechoso]"",spam,ganamillones@ganaunmillon.net,True,True,False,True,Spam",,,,,,,,
"Actualiza tu contraseña,""Estimado usuario, por favor actua#iza tu contraseña para mejorar tu seguridad. [enlace a página falsa]"",spam,seguridad@actualizatucuenta.com,True,False,False,True,Spam",Non#,,,,,,,
Nueva notificación,Tienes una nueva notificación en tu cuenta.,ham,notificaciones@gmail.com,False,False,False,False,Ham
Increíble oferta por tiempo limitado,¡No te pierdas esta oferta! ¡Compra ahora!,spam,ofertaslimitadas@ofertas.net,True,False,True,False,Spam
"Re: Reunión mañana,""Hola, recuerda que la reunión es mañana a las 10:00 AM."",ham,jefe@empresa.com,False,False,False,False,Ham",,,,,,,,
Tu cuenta ha sido comprometida,Tu cuenta ha sido comprometida. Cambia tu contraseña inmediatamente: [enlace falso],spam,seguridad@cuentacomprometida.com,True,False,False,True,Spam
Oferta irresistible,Oferta irresistible. ¡Aprovecha ahora!,spam,ofertasirresistible@ofertas.net,1,1,1,1,Spam
Recordatorio de cita,Este es un recordatorio para su cita mañana a las 2:00 PM.,ham,citas@clinica.com,False,False,False,False,Ham
Oferta Exclusiva: ¡50% de descuento!,Oferta Exclusiva: ¡50% de descuento! ¡Compra ahora!,spam,descuentos@ofertasespeciales.com,True,False,True,False,Spam
Re: Proyecto X,Actualización del proyecto X. Más detalles en la reunión de mañana.,ham,compañero@empresa.com,False,False,False,False,SPAM
¡Felicidades! Has ga#ado un premio,¡Felicidades! Has ganado#un premio. Reclámalo aquí: [enlace],spam,premios@ganapremios.com,True,False,True,True,Spam
Tu paquete ha sido enviado,Tu paquete ha sido enviado y llegará en 2-3 días hábiles.,ham,envios@empresa.com,False,False,False,False,Ham
¡Gana dinero fácil!,¡Gana dinero fácil! ¡Inscríbete ahora!,spam,dinero@ganadinero.com,True,False,True,False,Spam
Re: Invitación a evento,Te esperamos en el evento el próximo sábado.,ham,eventos@empresa.com,False,False,False,False,Ham
Tu pedido está listo para recogerse,Tu pedido #12345 está listo para recogerse en nuestra tienda.,ham,pedidos@tienda.com,False,False,False,False,SPAM
¡Oferta flash!,¡Oferta flash! ¡Por tiempo limitado!,spam,ofertasflash@ofertas.net,True,False,True,False,Spam
"Re: Problemas con la cuenta,""Por favor, contacta con soporte técnico para solucionar los problemas con tu cuenta."",ham,soporte@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Aumenta tu tamaño!,¡Aumenta tu tamaño! ¡Pídelo ahora!,spam,aumento@ofertas.net,True,False,True,False,Spam
Recuerda tu contraseña,Recuerda tu contraseña. [enlace a página falsa],spam,seguridad@contraseña.com,True,False,False,True,Spam
Re: Presupuesto,Te envío el presupuesto que me pediste.,ham,presupuestos@empresa.com,False,False,False,False,Ham
Oferta de trabajo,Tenemos una oferta de trabajo que podría interesarte.,ham,rrhh@empresa.com,False,False,False,False,HAM
Oferta de préstamo,Necesitas un préstamo. Solicítalo aquí: [enlace sospechoso],spam,prestamos@prestamos.com,True,False,False,True,Spam
Re: Cita médica,Tu cita médica está confirmada para mañana.,ham,citas@clinica.com,False,False,False,False,Ham
¡Última oportunidad!,¡Última oportunidad para aprovechar esta oferta! [enlace],spam,ultimaoportunidad@ofertas.net,True,False,True,False,HAM
Re: Informe semanal,Aquí está el informe semanal.,ham,informes@empresa.com,False,False,False,False,Ham
Gana un coche,Has ganado un coche. Reclámalo ahora: [enlace],spam,coches@ganacoches.com,True,False,False,False,Spam
Re: Vacaciones,Información sobre tus vacaciones.,ham,viajes@agenciadeviajes.com,False,False,False,False,Ham
¡Gana un viaje!,¡Gana un viaje gratis! [enlace],spam,viajes@ganaviajes.com,True,False,True,False,Spam
Re: Reunión de equipo,Recuerda la reunión de equipo mañana a las 3 PM.,ham,equipo@empresa.com,False,False,False,False,SPAM
Aumenta tu masa muscular,Aumenta tu masa muscular con nuestro nuevo producto. [enlace],spam,musculos@musculos.com,True,False,False,False,Spam
Re: Proyecto Alpha,Actualización del proyecto Alpha. Ver detalles adjuntos.,ham,proyectos@empresa.com,False,False,False,False,SPAM
¡Oferta por tiempo limitado!,¡Oferta por tiempo limitado! ¡Compra ahora!,spam,ofertas@ofertas.net,1,1,1,1,Spam
Re: Pedido #67890,Tu pedido #67890 ha sido enviado. [enlace de seguimiento],ham,pedidos@tiendaonline.com,True,False,False,False,Spam
¡Increíble descuento!,¡Increíble descuento! ¡Aprovecha ahora!,spam,descuentos@descuentos.com,True,False,True,False,Spam
Re: Presentación,La presentación se ha pospuesto para la semana que viene.,ham,presentaciones@empresa.com,False,False,False,False,Ham
¡Gana dinero fácil y rápido!,¡Gana dinero fácil y rápido! ¡Inscríbete ahora!,spam,dinero@ganadinero.com,True,False,True,False,Spam
Re: Reunión del lunes,Te recuerdo la reunión del lunes a las 11:00 AM.,ham,reuniones@empresa.com,False,False,False,False,Ham
Oferta de vacaciones,Aprovecha nuestras ofertas de vacaciones. [enlace],spam,vacaciones@ofertas.net,True,False,False,False,Spam
Re: Informe de ventas,Aquí tienes el informe de ventas del mes.,ham,ventas@empresa.com,False,False,False,False,Ham
¡Última oportunidad para ganar!,¡Última oportunidad para ganar! ¡Participa ahora!,spam,ganapremios@ganapremios.com,True,False,True,False,Spam
Re: Cita dentista,Tu cita con el dentista está confirmada para mañana a las 10 AM.,ham,citas@dentista.com,False,False,False,False,Ham
Oferta Increíble: ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio haciendo clic aquí: [enlace sospechoso],spam,ganador@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@amazon.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para m#jorar la seguridad de tu cuenta. Haz clic aquí: [enlace sospechoso]"",spam,seguridad@actualizacion.net,True,False,False,True,Spam",No#e,,,,,,,
Nueva promoción de vuelos baratos,Aprovecha nuestros vuelos baratos a cualquier destino. ¡Reserva ahora!,ham,ofertas@aerolineas.com,False,False,False,False,HAM
Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada debido a actividad sospechosa. Inicia sesión para desbloquearla: [enlace sospechoso],spam,seguridad@bancofalso.com,True,False,False,True,Spam
Gana un auto nuevo,¡Felicidades! Has ganado un auto nuevo. Reclame su premio aquí: [enlace sospechoso],spam,premio@ganagratis.com,True,False,True,True,Spam
Invitación a evento exclusivo,Te invitamos a un evento exclusivo con descuentos increíbles. ¡Regístrate aquí!,ham,eventos@empresa.com,True,False,False,False,Spam
"Problemas con tu cuenta,""Hemos detectado un problema con tu cuenta. Por favor, contacta con nosotros inmediatamente."",ham,soporte@empresa.com,False,False,False,False,Spam",,,,,,,,HAM
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestra oferta exclusiva del 50% de descuento. ¡Compra ahora!,ham,ofertas@tiendaonline.com,False,False,True,False,Spam
Tu paquete ha llegado,Tu paquete ha llegado a la oficina de correos. Recógelo antes de 5 días.,ham,notificaciones@correo.com,False,False,False,False,Spam
Oferta Increíble: ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio haciendo clic aquí: [enlace sospechoso],spam,ganador@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@amazon.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. Haz clic aquí: [enlace sospechoso]"",spam,seguridad@actualizacion.net,True,False,False,True,Spam",,,,,,,,
Nueva promoción de vuelos baratos,Aprovecha nuestros vuelos baratos a cualquier destino. ¡Reserva ahora!,ham,ofertas@aerolineas.com,False,False,False,False,Spam
Tu cuent# ha sido bloqueada,Tu cuenta ha sido bloqueada debido a actividad sos#echosa. Inicia sesión para desbloquearla: [enlace sospechoso],spam,seguridad@bancofalso.com,True,False,False,True,Spam
Gana un auto nuevo,¡Felicidades! Has ganado un auto nuevo. Reclame su premio aquí: [enlace sospechoso],spam,premio@ganagratis.com,True,False,True,True,Spam
Invitación a evento exclusivo,Te invitamos a un evento exclusivo con descuentos increíbles. ¡Regístrate aquí!,ham,eventos@empresa.com,True,False,False,False,HAM
"Problemas con tu cuenta,""Hemos detectado un problema con tu cuenta. Por favor, contacta con nosotros inmediatamente."",ham,soporte@empresa.com,False,False,False,False,Spam",,,,,,,,HAM
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestra oferta exclusiva del 50% de descuento. ¡Compra ahora!,ham,ofertas@tiendaonline.com,False,False,True,False,Spam
Tu paquete ha llegado,Tu paquete ha llegado a la oficina de correos. Recógelo antes de 5 días.,ham,notificaciones@correo.com,False,False,False,False,Spam
¡Gana un viaje a Hawai!,¡Felicidades! Ha ganado un viaje a Hawai. Reclame su premio aquí: [enlace sospechoso],spam,viaje@hawai.net,True,False,True,True,Spam
Re: Tu cita médica,Recuerda tu cita médica mañana a las 10:00 AM.,ham,citas@hospital.com,False,False,False,False,Spam
Tu tarjeta de crédito ha sido bloqueada,Tu tarjeta de crédito ha sido bloqueada. Contacta con tu banco: [enlace sospechoso],spam,seguridad@bancofalso.com,True,False,False,True,HAM
Nueva oferta de empleo,Tenemos una nueva oferta de empleo que te puede interesar. ¡Postula ahora!,ham,empleos@empresa.com,True,False,False,False,Spam
¡Gana una casa nueva!,¡Felicidades! Ha ganado una casa nueva. Reclame su premio aquí: [enlace sospechoso],spam,casa@ganacasas.com,True,False,True,True,Spam
Recordatorio de pago,Recuerda que tu pago vence mañana.,ham,pagos@empresa.com,1,1,1,1,Ham
Oferta Increíble: ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio haciendo clic aquí: [enlace sospechoso],spam,ganador@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@amazon.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. Haz clic aquí: [enlace sospechoso]"",spam,seguridad@actualizacion.net,True,False,False,True,Spam",,,,,,,,
Nueva promoción de vuelos baratos,Aprovecha nuestros vuelos baratos a cualquier destino. ¡Reserva ahora!,ham,ofertas@aerolineas.com,1,1,1,1,Spam
Tu cuenta ha sido bloquea#a,Tu cuenta ha sido bloqueada debido a actividad sospechosa. Inicia sesión para des#loquearla: [enlace sospechoso],spam,seguridad@bancofalso.com,True,False,False,True,Spam
Gana un auto nuevo,¡Felicidades! Has ganado un auto nuevo. Reclame su premio aquí: [enlace sospechoso],spam,premio@ganagratis.com,True,False,True,True,HAM
Invitación a even#o exclusivo,Te invitamos a un evento exclusivo co# descuentos increíbles. ¡Regístrate aquí!,ham,eventos@empresa.com,True,False,False,False,Spam
"Problemas con tu cuenta,""Hemos detectado un problema con tu cuenta. Por favor, contacta con nosotros inmediatamente."",ham,soporte@empresa.com,False,False,False,False,Spam",,,,,,,,HAM
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestra oferta exclusiva del 50% de descuento. ¡Compra ahora!,ham,ofertas@tiendaonline.com,False,False,True,False,Spam
Tu paquete ha llegado,Tu paquete ha llegado a la oficina de correos. Recógelo antes de 5 días.,ham,notificaciones@correo.com,False,False,False,False,Spam
"¡Felicidades! Has ganado un premio,""Para reclamar tu premio, visita este enlace: [enlace sospechoso]"",spam,premios@ganapremios.com,True,False,True,True,Spam",,,,,,,,
Re: Tu reserva de hotel,Tu reserva de hotel ha sido confirmada.,ham,reservas@hotel.com,False,False,False,False,SPAM
Alerta de seguridad,Se ha detectado una actividad sospechosa en tu cuenta. Cambia tu contraseña inmediatamente: [enlace sospechoso],spam,seguridad@bancoseguro.com,True,False,False,True,Spam
Nuevo mensaje de tu amigo,Tu amigo te ha enviado un nuevo mensaje. Léelo aquí: [enlace seguro],ham,notificaciones@redsocial.com,True,False,False,False,Spam
¡Gana un crucero gratis!,¡Felicidades! Ha ganado un crucero gratis. Reclame su premio aquí: [enlace sospechoso],spam,crucero@ganacruceros.com,True,False,True,True,HAM
Re: Tu factura mensual,Tu factura mensual está lista para ser descargada.,ham,facturas@empresa.com,False,False,False,False,Ham
Tu cuenta está en riesgo,Tu cuenta está en riesgo debido a actividad sospechosa. Verifica tu cuenta ahora: [enlace sospechoso],spam,seguridad@cuentas.net,True,False,False,True,Spam
"¡Oferta Flash: Descuento del 70%!,""¡Por tiempo limitado, obtén un descuento del 70%! ¡Compra ahora!"",ham,ofertas@tiendaflash.com,False,False,True,False,Spam",,,,,,,,
"Oferta increíble: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,,,,,
"Re: Su pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,False,False,False,False,Spam",,,,,,,,
"Actualice su información bancaria,""Estimado cliente, necesitamos actualizar su información bancaria para evitar interrupciones en el servicio. Por favor, ingrese sus datos aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,,,,,
Nueva promoción: 50% de descuento,Aproveche nuestra nueva promoción y obtenga un 50% de descuento en todos nuestros productos. ¡Compre ahora!,spam,promociones@descuentos.net,False,False,False,False,Spam
"Su cuenta ha sido comprometida,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, cambie su contraseña inmediatamente: [enlace sospechoso]"",spam,seguridad@cuentafalsa.com,True,False,False,True,Spam",,,,,,,,
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica para mañana a las 10:00 AM."",ham,citas@clinicamedical.com,False,False,False,False,Spam",,,,,,,,
"¡Gane un auto nuevo!,""¡Felicidades! Ha ganado un auto nuevo. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganeauto.com,True,False,True,True,Spam",,,,,,,,
"Re: Presupuesto aprobado,""Estimado cliente, su presupuesto ha sido aprobado. Puede revisarlo aquí: [enlace legítimo]"",ham,presupuestos@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta irresistible: ¡Viaje gratis!,¡Viaje gratis a cualquier parte del mundo! ¡Reserve ahora!,spam,viajes@ofertasincreibles.com,False,False,True,False,Spam
"Re: Factura,""Estimado cliente, adjunta encontrará su factura."",ham,facturas@empresa.com,False,False,False,False,Spam",,,,,,,,
"Oferta increíble: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,1,1,1,1,
"Re: Reunión,""Estimado colega, la reunión ha sido reprogramada para mañana a las 2:00 PM."",ham,reuniones@empresa.com,False,False,False,False,Ham",,,,,,,,
"Su cuenta ha sido bloqueada,""Estimado usuario, su cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla, haga clic aquí: [enlace sospechoso]"",spam,seguridad@cuentabloqueada.com,True,False,False,True,Spam",,,,,,,,HAM
Oferta flash: 70% de descuento,Aproveche nuestra oferta flash y obtenga un 70% de descuento en todos nuestros productos. ¡Compre ahora!,spam,ofertas@flashdescuentos.com,False,False,False,False,Spam
"Re: Proyecto X,""Estimado equipo, les adjunto los archivos del proyecto X."",ham,proyectos@empresa.com,False,False,False,False,Ham",,,,,,,,
"¡Gane un viaje a Hawai!,""¡Felicidades! Ha ganado un viaje a Hawai. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganaviaje.com,True,False,True,True,Spam",,,,,,,,
"Re: Solicitud de vacaciones,""Estimado empleado, su solicitud de vacaciones ha sido aprobada."",ham,vacaciones@empresa.com,False,False,False,False,Ham",,,,,,,,
"Actualice su contraseña,""Estimado usuario, por favor, actualice su contraseña para mayor seguridad: [enlace sospechoso]"",spam,seguridad@contraseñafalsa.com,True,False,False,True,Spam",,,,,,,,
Oferta especial: 2x1,Aproveche nuestra oferta especial 2x1 en todos nuestros productos. ¡Compre ahora!,spam,ofertas@2x1.com,False,False,False,False,Spam
"Re: Informe mensual,""Estimado jefe, adjunto encontrará el informe mensual."",ham,informes@empresa.com,False,False,False,False,Ham",,,,,,,,
"Oferta increíble: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,,,,,
"Re: Pedido #12345,""Estimado cliente, su pedido #12345 ha sido enviado."",ham,pedidos@ejemplo.com,False,False,False,False,Spam",,,,,,,,
"Su cuenta ha sido comprometida,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, cambie su contraseña inmediatamente: [enlace sospechoso]"",spam,seguridad@cuentafalsa.com,True,False,False,True,Spam",,,,,,,,
Nueva promoción: 50% de descuento,Aproveche nuestra nueva promoción y obtenga un 50% de descuento en todos nuestros productos. ¡Compre ahora!,spam,promociones@descuentos.net,False,False,False,False,Spam
"Re: Reserva de hotel,""Estimado cliente, su reserva de hotel ha sido confirmada."",ham,reservas@hotel.com,False,False,False,False,Ham",,,,,,,,HAM
"¡Gane un auto nuevo!,""¡Felicidades! Ha ganado un auto nuevo. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganeauto.com,True,False,True,True,Spam",,,,,,,,HAM
"Re: Pago recibido,""Estimado cliente, hemos recibido su pago."",ham,pagos@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta irresistible: ¡Viaje gratis!,¡Viaje gratis a cualquier parte del mundo! ¡Reserve ahora!,spam,viajes@ofertasincreibles.com,False,False,True,False,Spam
"Re: Cita con el dentista,""Estimado paciente, le recordamos su cita con el dentista para mañana a las 3:00 PM."",ham,citas@dentista.com,False,False,False,False,Ham",,,,,,,,
"Su cuenta ha sido bloqueada,""Estimado usuario, su cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla, haga clic aquí: [enlace sospechoso]"",spam,seguridad@cuentabloqueada.com,True,False,False,True,Spam",,,,,,,,
Oferta flash: 70% de descuento,Aproveche nuestra oferta flash y obtenga un 70% de descuento en todos nuestros productos. ¡Compre ahora!,spam,ofertas@flashdescuentos.com,False,False,False,False,Spam
"Re: Reunión de equipo,""Estimado equipo, la reunión de equipo será mañana a las 10:00 AM."",ham,reuniones@empresa.com,False,False,False,False,Ham",,,,1,1,1,1,
"¡Gane un viaje a Hawai!,""¡Felicidades! Ha ganado un viaje a Hawai. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganaviaje.com,True,False,True,True,Spam",,,,1,1,1,1,
"Re: Informe de ventas,""Estimado jefe, adjunto encontrará el informe de ventas."",ham,informes@empresa.com,False,False,False,False,Ham",,,,,,,,
"Actualice su contraseña,""Estimado usuario, por favor, actualice su contraseña para mayor seguridad: [enlace sospechoso]"",spam,seguridad@contraseñafalsa.com,True,False,False,True,Spam",,,,,,,,
Oferta especial: 2x1,Aproveche nuestra oferta especial 2x1 en todos nuestros productos. ¡Compre ahora!,spam,ofertas@2x1.com,False,False,False,False,Spam
"Re: Presupuesto para el proyecto,""Estimado cliente, adjunto encontrará el presupuesto para el proyecto."",ham,presupuestos@empresa.com,False,False,False,False,Ham",,,,,,,,
"Oferta increíble: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,premios@ofertasespeciales.com,True,False,True,True,Spam",,,,,,,,
"Re: Solicitud de información,""Estimado cliente, gracias por su solicitud de información. Nos pondremos en contacto con usted en breve."",ham,info@empresa.com,False,False,False,False,Ham",,,,,,,,
"Su cuenta ha sido comprometida,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, cambie su contraseña inmediatamente: [enlace sospechoso]"",spam,seguridad@cuentafalsa.com,True,False,False,True,Spam",,,,,,,,
Nueva promoción: 50% de descuento,Aproveche nuestra nueva promoción y obtenga un 50% de descuento en todos nuestros productos. ¡Compre ahora!,spam,promociones@descuentos.net,False,False,False,False,HAM
"Re: Cambio de domicilio,""Estimado cliente, hemos actualizado su domicilio."",ham,clientes@empresa.com,False,False,False,False,Ham",,,,,,,,
"¡Gane un auto nuevo!,""¡Felicidades! Ha ganado un auto nuevo. Para reclamarlo, ingrese sus datos aquí: [enlace sospechoso]"",spam,premios@ganeauto.com,True,False,True,True,Spam",,,,,,,,
"Re: Reserva de vuelo,""Estimado cliente, su reserva de vuelo ha sido confirmada."",ham,reservas@aerolinea.com,False,False,False,False,Ham",,,,,,,,
"Oferta Increíble: ¡Gane un Millón!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ofertasincreibles@ganamillon.com,True,True,True,True,Spam",,,,,,,,
"Re: Su pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,ventas@example.com,True,False,False,False,Spam",,,,,,,,
"Actualice su contraseña ahora,""Estimado usuario, por favor actualice su contraseña para mejorar la seguridad de su cuenta. [enlace sospechoso]"",spam,seguridad@actualizatucuenta.net,True,False,False,True,Spam",,,,,,,,
"Factura Mensual,""Estimado cliente, adjunta encontrará su factura mensual. Por favor, realice el pago antes del día 15."",ham,facturas@empresa.com,False,False,False,False,Ham",,,,,,,,
"Gane un viaje a Hawaii,""¡Felicitaciones! Ha ganado un viaje a Hawái. Para reclamarlo, proporcione su información personal: [enlace sospechoso]"",spam,viajesgratis@hawai.net,True,True,True,True,Spam",,,,,,,,HAM
Nueva promoción en tu tienda favorita,Aprovecha nuestras increíbles ofertas. ¡Visita nuestra página web!,ham,promociones@tienda.com,True,False,False,False,Spam
